id,question_code,question_number,question_text,category_id,category_name,is_start_question,parent_question_id,check_box,max_select,block_number,block_text,color_code,version
29,2_20,20,"Breakups don’t always end at goodbye.
Sometimes the hardest part is what comes after—the part you watch from afar.
However you react—it’s okay. You’re still healing.
What do you do when your ex starts dating someone new?",2,Love,,,TRUE,10,5," The Sky That Stayed
🎵[playlist:Breakup]",#ADD8E6,1
30,2_21,21,"Sometimes love ends before the truth arrives.
That doesn’t mean you failed—it means you grew.
Even the wrong story can teach you what kind of love is right.

Have you ever realized later that the relationship wasn’t right for you?",2,Love,,,TRUE,10,4,"Ghosts, Gaps & Goodbyes",#ADD8E6,1
31,2_22,22,"Some love stories end with closure. Others end with… screenshots.
Either way, if you can laugh now, it means you’ve made it somewhere new.

What’s a moment from a past relationship you laugh about now?",2,Love,,,FALSE,1,4,"Ghosts, Gaps & Goodbyes",#FFE066,1
32,2_23,23,"If your love life was a playlist, what’s the title?",2,Love,,,TRUE,10,2,"Small Moves, Big Feels
🎵[playlist:Love]",#FFAD84,1
33,2_24,24,"Your love life isn’t broken. It’s just in beta.
Honest status updates are the start of real growth—and great stories.
💘 If your love life had a status update, what would it say?",2,Love,,,FALSE,1,5," The Sky That Stayed
🎵[playlist:Breakup]",#ADD8E6,1
34,2_25,25,"What makes you feel uneasy in a relationship—even if it’s not “toxic”?
Needing peace doesn’t mean you don’t care. It means you know how you stay whole.",2,Love,,,TRUE,10,3,Kind of a Couple,#ADD8E6,1
35,2_26,26,What’s one “How do people even get married?” moment you’ve seen or lived?,2,Love,,,TRUE,10,3,Kind of a Couple,#98FB98,1
36,3_1,1,Do you find making friends…,3,Friends,,,FALSE,1,1,How to Make Friends,#F08080,1
37,3_2,2,Do you have friends right now?,3,Friends,,,FALSE,1,1,How to Make Friends,#ADD8E6,1
38,3_3,3,What’s the easiest way to start talking to someone new?,3,Friends,,,TRUE,10,1,How to Make Friends,#ADD8E6,1
39,3_4,4,"If you want someone to like you, what should you focus on first?",3,Friends,,,TRUE,10,1,How to Make Friends,#98FB98,1
40,3_5,5,What’s the best way to keep a conversation going?,3,Friends,,,TRUE,10,1,How to Make Friends,#FFE066,1
41,3_6,6,When is a good moment to ask someone to hang out?,3,Friends,,,TRUE,10,1,How to Make Friends,#FFE066,1
42,3_7,7,How can you make someone feel important without overdoing it?,3,Friends,,,TRUE,10,1,How to Make Friends,#ADD8E6,1
43,3_8,8,Do you think keeping friends is…,3,Friends,,,FALSE,1,2,How to Keep a Friend,#98FB98,1
44,3_9,9,What’s most important for keeping a friendship strong?,3,Friends,,,TRUE,10,2,How to Keep a Friend,#FFE066,1
45,3_10,10,"If you and a friend argue, what’s the best move?",3,Friends,,,TRUE,10,2,How to Keep a Friend,#FFAD84,1
46,3_11,11,How do you show a friend they matter to you?,3,Friends,,,TRUE,10,2,How to Keep a Friend,#D6C7E7,1
47,3_12,12,What makes you want to step back from a friendship?,3,Friends,,,TRUE,10,2,How to Keep a Friend,#ADD8E6,1
48,3_13,13,What makes someone a real friend?,3,Friends,,,TRUE,10,3,Friend Vibes,#F08080,1
49,3_14,14,What does loyalty mean to you in a friendship?,3,Friends,,,TRUE,10,4,Loyalty?,#ADD8E6,1
50,3_15,15,What kind of friend are you?,3,Friends,,,TRUE,10,3,Friend Vibes,#ADD8E6,1
51,3_16,16,How do you act when a friend gets something you really wanted?,3,Friends,,,TRUE,10,4,Loyalty?,#98FB98,1
52,3_17,17,"Do you ever feel invisible in your friend group?
If yes—what do you think is really going on?",3,Friends,,,TRUE,10,4,Loyalty?,#FFE066,1
53,3_18,18,"If your friend made you feel invisible in a group, what would you do?",3,Friends,,,TRUE,10,4,Loyalty?,#FFE066,1
54,3_19,19,What do you do when a friend hurts your feelings?,3,Friends,,,FALSE,1,3,Friend Vibes,#ADD8E6,1
55,3_20,20,What do you do when a friend breaks your trust?,3,Friends,,,TRUE,10,4,Loyalty?,#98FB98,1
56,3_21,21,Do you believe in second chances with friends?,3,Friends,,,TRUE,10,4,Loyalty?,#FFE066,1
57,3_22,22,"You didn’t get the invite. But you still get to decide who you are.
[playlist:Hurt]

You found out there was a party... but you weren’t invited. How do you feel?",3,Friends,,,TRUE,10,5,No Invite …,#FFAD84,1
58,3_23,23,"When you feel left out, what helps the most?",3,Friends,,,TRUE,10,5,No Invite …,#D6C7E7,1
59,3_24,24,"If your friend left you out, what did you do?",3,Friends,,,TRUE,10,5,No Invite …,#ADD8E6,1
60,3_25,25,Why do you think you were left out?,3,Friends,,,TRUE,10,5,No Invite …,#98FB98,1
61,3_26,26,What do you want to happen next time?,3,Friends,,,TRUE,10,5,No Invite …,#B0C4DE,1
62,3_27,27,"Left out? Okay. Now watch me choose my character arc.

When you’re left out, what kind of person do you want to be anyway?",3,Friends,,,TRUE,10,5,No Invite …,#F08080,1
63,3_28,28,What do you wish your friends understood about you?,3,Friends,,,FALSE,1,3,Friend Vibes,#FFE066,1
64,3_29,29,When a friend chose someone else over you,3,Friends,,,FALSE,1,3,Friend Vibes,#D6C7E7,1
65,3_30,30,"Sometimes fitting in costs more than it’s worth.

Have you ever gone along with something that didn’t feel right to you—just to fit in?",3,Friends,,,FALSE,1,6,Fitting In …,#ADD8E6,1
66,3_31,31,What do you do when you don’t want to go along with what your friends are doing?,3,Friends,,,FALSE,1,6,Fitting In …,#FFE066,1
67,3_32,32,What do you do when you feel like you’re always the second choice?,3,Friends,,,FALSE,1,6,Fitting In …,#FFAD84,1
68,3_33,33,"What do you do when a friend is pulling away, but you’re not sure why?",3,Friends,,,FALSE,1,6,Fitting In …,#D6C7E7,1
69,3_34,34,When a friend chose someone else over you,3,Friends,,,TRUE,10,6,Fitting In …,#ADD8E6,1
70,3_35,35,"**“Being seen” isn’t about attention. It’s about recognition.**
Which kind do you want more of this year?

What’s one way a friend could make you feel seen this year?",3,Friends,,,TRUE,10,6,Fitting In …,#98FB98,1
71,3_36,36,"It stings to be left out.
But picking a guest list isn’t easy either.
Sometimes it’s not personal—it’s just hard.

How do you handle it when you’re the host?",3,Friends,,,FALSE,1,7,Inviting …,#B0C4DE,1
72,3_37,37,How do you handle it when someone feels hurt because you didn’t include them?,3,Friends,,,FALSE,1,7,Inviting …,#F08080,1
73,4_1,1,How much time do you usually spend online each day (outside of schoolwork)?,4,Online_Life,,,FALSE,1,1,Online Life,#ADD8E6,1
74,4_2,2,Where do you spend most of your online time? (Pick 2),4,Online_Life,,,TRUE,2,1,Online Life,#98FB98,1
75,4_3,3,Do you think online friendships are “real friendships”?,4,Online_Life,,,FALSE,1,1,Online Life,#B0C4DE,1
76,4_4,4,What do you like most about being online? ,4,Online_Life,,,TRUE,10,1,Online Life,#F08080,1
77,4_5,5,"Why do you not use certain apps or platforms (like Instagram, TikTok, Snapchat)?",4,Online_Life,,,TRUE,10,1,Online Life,#FFE066,1
78,4_6,6,"Pew Research Center (April 2025) reported: Teens acknowledge both positives and negatives: 74% say it’s enhanced friendships; 63% say it’s sparked creativity—but 39% feel overwhelmed by drama, and 31% pressured to post .

How does social media affect your mood? Then see others. ",4,Online_Life,,,FALSE,1,2,Scroll. Post. Spiral.,#ADD8E6,1
79,4_7,7,What’s your main reason for posting anything?,4,Online_Life,,,FALSE,1,3,Real Feels vs Feed Feels,#ADD8E6,1
80,4_8,8,Who do you feel you have to be on social media?,4,Online_Life,,,TRUE,10,3,Real Feels vs Feed Feels,#98FB98,1
81,4_9,9,How do you feel right before you post something?,4,Online_Life,,,FALSE,1,2,Scroll. Post. Spiral.,#FFE066,1
82,4_10,10,What do you do after you post something?,4,Online_Life,,,FALSE,1,2,Scroll. Post. Spiral.,#ADD8E6,1
83,4_11,11,How do you feel when people leave kind comments on your post?,4,Online_Life,,,FALSE,1,4,"Posts I Regret, Posts I Miss",#FFE066,1
84,4_12,12,"When a post gets a lot of love, what do you think about next?",4,Online_Life,,,FALSE,1,2,Scroll. Post. Spiral.,#FFAD84,1
85,4_13,13,How real are your posts compared to your real life?,4,Online_Life,,,FALSE,1,2,Scroll. Post. Spiral.,#D6C7E7,1
86,4_14,14,Has social media ever made you feel punished for being real?,4,Online_Life,,,FALSE,1,3,Real Feels vs Feed Feels,#ADD8E6,1
87,4_15,15,When your friends post photos from something you weren’t invited to…,4,Online_Life,,,TRUE,10,3,Real Feels vs Feed Feels,#98FB98,1
88,4_16,16,How do you feel when people respond less to your post than theirs?,4,Online_Life,,,TRUE,10,3,Real Feels vs Feed Feels,#B0C4DE,1
89,4_17,17,If your post didn’t get any likes... what’s your first thought?,4,Online_Life,,,FALSE,1,4,"Posts I Regret, Posts I Miss",#F08080,1
90,4_18,18,Do you ever scroll through your own old posts?,4,Online_Life,,,FALSE,1,4,"Posts I Regret, Posts I Miss",#FFE066,1
91,4_19,19,When you see people’s happy posts…,4,Online_Life,,,FALSE,1,5,"Trends, Friends & Emotional Graduation",#98FB98,1
92,4_20,20,What’s your energy when watching a friend go viral?,4,Online_Life,,,FALSE,1,5,"Trends, Friends & Emotional Graduation",#D6C7E7,1
93,4_21,21,What’s your birthday vibe online?,4,Online_Life,,,FALSE,1,6,Birthday Posts: Joy or Judgment?,#ADD8E6,1
94,4_22,22,How do you feel when your birthday gets posted online by the platform (or others)?,4,Online_Life,,,FALSE,1,6,Birthday Posts: Joy or Judgment?,#98FB98,1
95,4_23,23,"When people post birthday edits on TikTok, do you ever feel weird about your own?",4,Online_Life,,,FALSE,1,6,Birthday Posts: Joy or Judgment?,#FFAD84,1
96,4_24,24,"How do you know you’ve emotionally graduated from a trend, with honors?",4,Online_Life,,,FALSE,1,5,"Trends, Friends & Emotional Graduation",#FFE066,1
97,4_25,25,What’s your relationship with deleting posts?,4,Online_Life,,,FALSE,1,4,"Posts I Regret, Posts I Miss",#ADD8E6,1
98,4_26,26,"You’re not the only one tired of pretending it’s all exciting. Boredom is a form of honesty too.

What would make social media feel less annoying?",4,Online_Life,,,TRUE,10,5,"Trends, Friends & Emotional Graduation",#FFE066,1
99,4_27,27,When you don’t post for a while…,4,Online_Life,,,FALSE,1,5,"Trends, Friends & Emotional Graduation",#FFAD84,1
100,5_1,1,"No dress code, no shade.
Style isn’t just what you wear—it’s a way to say “this is me” without talking.

What’s your dream outfit if no one could judge?",5,Pinky,,,FALSE,1,1,"Soft Power, Loud Heart",#D6C7E7,1
101,5_2,2,"Lip gloss, mascara, or blush—you only get one?
",5,Pinky,,,FALSE,1,2,"Tiny Things, Big Feelings",#ADD8E6,1
102,5_3,3,What color feels like “you” today?,5,Pinky,,,FALSE,1,1,"Soft Power, Loud Heart",#98FB98,1
103,5_4,4,"If your emotions had a scent, what would today’s be?",5,Pinky,,,FALSE,1,3,"Daily Drip, Inner Script",#B0C4DE,1
104,5_5,5,What’s your favorite kind of quiet?,5,Pinky,,,FALSE,1,1,"Soft Power, Loud Heart",#F08080,1
105,5_6,6,What tiny thing makes you feel loved?,5,Pinky,,,FALSE,1,2,"Tiny Things, Big Feelings",#ADD8E6,1
106,5_7,7,"If you could bottle a moment and wear it as perfume, what would it be?",5,Pinky,,,FALSE,1,2,"Tiny Things, Big Feelings",#FFAD84,1
107,5_8,8,What’s a red flag you’d walk past with sunglasses on?,5,Pinky,,,FALSE,1,1,"Soft Power, Loud Heart",#98FB98,1
108,5_9,9,What’s your personal theme song when you enter a room?,5,Pinky,,,FALSE,1,1,"Soft Power, Loud Heart",#FFE066,1
109,5_10,10,👕👗 If you had to pick one outfit combo to see every day for a year—on yourself or your crush—which one wins? ,5,Pinky,,,FALSE,1,3,"Daily Drip, Inner Script",#ADD8E6,1
110,5_11,11,What’s your “I woke up late” outfit —on yourself or your crush?  ,5,Pinky,,,FALSE,1,3,"Daily Drip, Inner Script",#FFE066,1
111,5_12,12,If you had to wear one for a year—shy but somehow magnetic—on yourself or your crush—which one wins?,5,Pinky,,,FALSE,1,3,"Daily Drip, Inner Script",#F08080,1
112,5_13,13,💼 If you had to wear one vibe for a year—bossy but in denial——on yourself or your crush—which one wins?,5,Pinky,,,FALSE,1,3,"Daily Drip, Inner Script",#FFE066,1
113,5_14,14,What’s a little thing that makes you feel pretty or powerful?,5,Pinky,,,FALSE,1,2,"Tiny Things, Big Feelings",#ADD8E6,1
114,6_1,1,"Some strengths don’t shout.
But they’re real—and they carry people more than anyone knows.
What’s your lowkey superpower no one sees?",6,Lowkey,,,TRUE,10,1,Lowkey Legends,#98FB98,1
115,6_2,2,"Being around people all the time is a lot.
There’s no wrong way to recharge—just your way.
What do you do when you need a break from everyone?",6,Lowkey,,,TRUE,10,2,"Quiet Mode, Full Power",#FFE066,1
116,6_3,3,🔵 What’s your personal theme song when you enter a room? (Lowkey Edition),6,Lowkey,,,FALSE,1,1,Lowkey Legends,#FFAD84,1
117,6_4,4,You walk into a room where everyone’s louder than you. What do you do?,6,Lowkey,,,TRUE,10,1,Lowkey Legends,#FFAD84,1
118,6_5,5,Your friend sends a long message. You don’t know how to reply.,6,Lowkey,,,FALSE,1,1,Lowkey Legends,#D6C7E7,1
119,6_6,6,Where do you usually sit when things feel too much?,6,Lowkey,,,FALSE,1,2,"Quiet Mode, Full Power",#ADD8E6,1
120,6_7,7,What’s your best move when you’re being watched?,6,Lowkey,,,FALSE,1,1,Lowkey Legends,#B0C4DE,1
121,6_8,8,What sound feels most like you?,6,Lowkey,,,FALSE,1,2,"Quiet Mode, Full Power",#F08080,1
122,6_9,9,👕👟 If you had to pick one outfit combo to see every day for a year—on yourself or your crush—which one wins? Lowkey,6,Lowkey,,,FALSE,1,1,Lowkey Legends,#98FB98,1
123,6_10,10,What’s your “I’m not trying but still cute” go-to—on yourself or your crush? Lowkey,6,Lowkey,,,FALSE,1,1,Lowkey Legends,#FFE066,1
124,6_11,11,🧲 If you had to wear one vibe for a year—lowkey nervous but somehow magnetic—on yourself or your crush—which one wins?,6,Lowkey,,,FALSE,1,2,"Quiet Mode, Full Power",#FFAD84,1
125,6_12,12,💼 If you had to wear one vibe for a year—bossy but in denial——on yourself or your crush—which one wins?,6,Lowkey,,,FALSE,1,2,"Quiet Mode, Full Power",#ADD8E6,1
126,7_1,1,"Want to know what other teens did this summer?
Answer this question and see how your summer compares.

What did you actually do this summer? (Check all that apply)",7,Personal,,,TRUE,10,1,Real Me & Summer Vibes,#FFAD84,1
127,7_2,2,"Everyone looks forward to summer—no school, more freedom.
This summer had a mood you didn’t see coming…
Share yours and see what surprised other teens too.

What’s one thing you didn’t expect to feel this summer?",7,Personal,,,TRUE,10,1,Real Me & Summer Vibes,#D6C7E7,1
128,7_3,3,"You know that feeling when you’re not performing, not shrinking—just being?

When do you feel most like yourself? ",7,Personal,,,TRUE,10,1,Real Me & Summer Vibes,#ADD8E6,1
129,7_4,4,Do you ever think about how the way you talk affects how clearly you get your point across?,7,Personal,,,FALSE,1,6,"Like, You Know, Kinda Confident",#98FB98,1
130,7_5,5,"This isn’t grammar police—we don’t care where commas go.
We’re just asking… how many “likes” per sentence are you rocking these days?
No shade. Just stats.",7,Personal,,,FALSE,1,6,"Like, You Know, Kinda Confident",#B0C4DE,1
131,7_6,6,"You know when you say “you know”… and the other person doesn’t actually know?
But you say it anyway… because it feels right?
So how often do you, like, you know… say “you know”?

(This question is—you know—kind of genius.)",7,Personal,,,FALSE,1,6,"Like, You Know, Kinda Confident",#F08080,1
132,7_7,7,"Have you ever changed yourself to fit in?
[playlist:spiral]",7,Personal,,,FALSE,1,1,Real Me & Summer Vibes,#ADD8E6,1
133,7_8,8,Who do you trust with your secrets?,7,Personal,,,FALSE,1,2,"Trust, Worth & What You Carry",#98FB98,1
134,7_9,9,"What makes you feel confident in who you are?
[playlist:Believe]",7,Personal,,,TRUE,10,1,Real Me & Summer Vibes,#ADD8E6,1
135,7_10,10,What’s something you regret not doing?,7,Personal,,,TRUE,10,3,"Regret, Repair, and the Road Ahead",#98FB98,1
136,7_11,11,What’s something you regret doing?,7,Personal,,,TRUE,10,3,"Regret, Repair, and the Road Ahead",#FFE066,1
137,7_12,12,Where does your creativity show up most?,7,Personal,,,FALSE,1,4,"Color, Weather, Sound: You",#ADD8E6,1
138,7_13,13,What’s your favorite way to express yourself?,7,Personal,,,FALSE,1,4,"Color, Weather, Sound: You",#FFB6C1,1
139,7_14,14,What do you do when your brain needs a break?,7,Personal,,,TRUE,10,4,"Color, Weather, Sound: You",#D6C7E7,1
140,7_15,15,What does being inspired feel like to you?,7,Personal,,,TRUE,10,8,Inspiration & Direction,#ADD8E6,1
141,7_16,16,When do you feel most inspired?,7,Personal,,,TRUE,10,8,Inspiration & Direction,#ADD8E6,1
142,7_17,17,What’s something you’re dealing with that your parents didn’t at your age?,7,Personal,,,TRUE,10,5,What They Don’t Get,#98FB98,1
143,7_18,18,What do you wish adults understood about being a teen?,7,Personal,,,TRUE,10,5,What They Don’t Get,#FFB6C1,1
144,7_19,19,Forget about parties—what do you wish politicians actually understood about your life?,7,Personal,,,TRUE,10,5,What The Adults Don’t Get,#FFE066,1
145,7_20,20,How do you handle the pressure to be perfect?,7,Personal,,,FALSE,1,5,What The Adults Don’t Get,#FFAD84,1
146,7_21,21,What helps you calm down when life feels too big?,7,Personal,,,FALSE,1,5,What The Adults Don’t Get,#ADD8E6,1
147,7_22,22,What color best matches your mood right now?,7,Personal,,,FALSE,1,4,"Color, Weather, Sound: You",#ADD8E6,1
148,7_23,23," If your thoughts had a soundtrack today, what would it sound like?",7,Personal,,,FALSE,1,4,"Color, Weather, Sound: You",#D6C7E7,1
149,7_24,24,"If your mind was a weather forecast today, what would it say?",7,Personal,,,FALSE,1,4,"Color, Weather, Sound: You",#98FB98,1
150,7_25,25,"If you could pack one emotion in your backpack forever, what would it be?",7,Personal,,,TRUE,10,3,"Regret, Repair, and the Road Ahead",#FFAD84,1
151,7_26,26,Do you ever feel like you’re on the outside looking in?,7,Personal,,,FALSE,1,7,Outside Looking In,#FFE066,1
152,7_27,27,If people go quiet when you walk by... what do you assume?,7,Personal,,,FALSE,1,2,"Trust, Worth & What You Carry",#ADD8E6,1
153,7_28,28,Think about something hard you’ve been through. What helped you get through it?,7,Personal,,,TRUE,10,3,"Regret, Repair, and the Road Ahead",#ADD8E6,1
154,7_29,29,What gives you energy when you feel drained?,7,Personal,,,TRUE,10,3,"Regret, Repair, and the Road Ahead",#FFB6C1,1
155,7_30,30,"What do you want to remind yourself when people leave you out?
[playlist:Rejection]
[playlist:Believe]",7,Personal,,,FALSE,1,2,"Trust, Worth & What You Carry",#F08080,1
156,7_31,31,"When things feel bad, who do you want to be?",7,Personal,,,TRUE,10,2,"Trust, Worth & What You Carry",#B0C4DE,1
157,7_32,32,What are you building right now that gives you energy or pride?,7,Personal,,,FALSE,1,1,Real Me & Summer Vibes,#98FB98,1
158,7_33,33,What helps you feel like you’re moving in a direction that matters?,7,Personal,,,TRUE,10,8,Inspiration & Direction,#FFE066,1
159,7_34,34,"After homework, who do you usually spend time with?",7,Personal,,,FALSE,1,7,Outside Looking In,#FFE066,1
160,7_35,35,When someone talks behind your back,7,Personal,,,TRUE,10,7,Outside Looking In,#F08080,1
161,7_36,36,When a teacher/adult treated you unfairly,7,Personal,,,TRUE,10,7,Outside Looking In,#B0C4DE,1
162,7_37,37,"When you feel disappointed, what helps you stay grounded?",7,Personal,,,TRUE,10,7,Outside Looking In,#F08080,1
163,8_1,1,"Forgiveness isn’t a race. Fast, slow, or never—how you handle it is still a story worth telling.

Do you forgive fast, slow… or never?",8,Healing,,,FALSE,1,1,"Forgive, for Real",#ADD8E6,1
164,8_2,2,What helps you forgive someone?,8,Healing,,,TRUE,10,1,"Forgive, for Real",#ADD8E6,1
165,8_3,3,Do you forgive yourself easily?,8,Healing,,,FALSE,1,1,"Forgive, for Real",#98FB98,1
166,8_4,4,What makes you feel like you’ve healed?,8,Healing,,,TRUE,10,1,"Forgive, for Real",#FFE066,1
167,8_5,5,"Imagine they’d actually listen.
No excuses. No eye rolls. Just… listening. 
[playlist:Hurt]

What would you say to the person who hurt you?",8,Healing,,,TRUE,10,2,The Way Forward,#F08080,1
168,8_6,6,What helps you move on from something that still stings?,8,Healing,,,TRUE,10,2,The Way Forward,#ADD8E6,1
169,8_7,7,What are the things you’ve done that helped you feel whole again?,8,Healing,,,TRUE,10,2,The Way Forward,#FFE066,1
170,9_1,1,"“Your self-worth is determined by you. You don’t have to depend on someone telling you who you are.” - bell hooks
What do you want to believe about yourself—even on tough days?",9,Defense,,,TRUE,10,1,I Know Who I Am,#FFAD84,1
171,9_2,2,"Many teens feel: “When the jokes stop, I can finally just be chill around them.”
What’s something you wish people would stop teasing you about?",9,Defense,,,TRUE,10,1,I Know Who I Am,#FFE066,1
172,9_3,3,"“When someone crosses the line, your body knows it—even if your face says nothing.” 
[playlist:Believe]

What’s your go-to move when someone crosses the line?",9,Defense,,,FALSE,1,1,I Know Who I Am,#D6C7E7,1
173,9_4,4,You get one line to shut down a hater—what is it?,9,Defense,,,FALSE,1,1,I Know Who I Am,#ADD8E6,1
174,9_5,5,"1 in 5 teens experienced bullying. 
You see someone being physically bullied in the hallway—like shoved, blocked, or grabbed. What do you do?",9,Defense,,,FALSE,1,2,Someone Has to Do Something,#98FB98,1
175,9_6,6,"If you see someone being verbally bullied, what do you do?",9,Defense,,,FALSE,1,2,Someone Has to Do Something,#B0C4DE,1
176,9_7,7,"Let’s say someone starts physically bullying you—like shoving, hitting, or threatening you. What do you think you’d do?",9,Defense,,,FALSE,1,2,Someone Has to Do Something,#F08080,1
177,9_8,8,"If someone’s byllied you—insulting, mocking, or spreading rumors. How would you respond?",9,Defense,,,FALSE,1,2,Someone Has to Do Something,#ADD8E6,1
178,9_9,9,If someone left a mean comment on your post... what would you do?,9,Defense,,,FALSE,1,2,Someone Has to Do Something,#98FB98,1
179,9_10,10,"What if someone made fun of your parent—how they look, talk, or what they do?",9,Defense,,,TRUE,10,2,Someone Has to Do Something,#B0C4DE,1
180,9_11,11,What’s your villain origin story?,9,Defense,,,TRUE,10,1,I Know Who I Am,#F08080,1
181,9_12,12,"If someone tries to bring drama, what’s your signature move?",9,Defense,,,FALSE,1,1,I Know Who I Am,#ADD8E6,1
182,9_13,13,"No judgment—everyone handles tension their own way. Some pause. Some pounce. Some panic and joke.
What’s your go-to rhythm? 
We’re not clocking you like it’s the Olympics—just curious what your survival setting is.
How many seconds do you pause before replying—especially with difficult people?",9,Defense,,,FALSE,1,1,I Know Who I Am,#FFAD84,1
